NO,TAHUN,DAERAH,BULANAN_MINGGU,HARGA_EMAS
602,2018,KOTA JAKARTA,Maret_IV,557721
603,2018,KOTA JAKARTA,Maret_V,-
604,2018,KOTA JAKARTA,April_I,562009
605,2018,KOTA JAKARTA,April_II,561955
606,2018,KOTA JAKARTA,April_III,568645
607,2018,KOTA JAKARTA,April_IV,563191
608,2018,KOTA JAKARTA,April_V,-
609,2018,KOTA JAKARTA,Mei_I,562836
610,2018,KOTA JAKARTA,Mei_II,560346
611,2018,KOTA JAKARTA,Mei_III,562052
612,2018,KOTA JAKARTA,Mei_IV,561350
613,2018,KOTA JAKARTA,Mei_V,559392
614,2018,KOTA JAKARTA,Juni_I,556977
615,2018,KOTA JAKARTA,Juni_II,560182
616,2018,KOTA JAKARTA,Juni_III,557682
617,2018,KOTA JAKARTA,Juni_IV,557396
618,2018,KOTA JAKARTA,Juni_V,-
619,2018,KOTA JAKARTA,Juli_I,553562
620,2018,KOTA JAKARTA,Juli_II,555070
621,2018,KOTA JAKARTA,Juli_III,555208
622,2018,KOTA JAKARTA,Juli_IV,551858
623,2018,KOTA JAKARTA,Juli_V,-
624,2018,KOTA JAKARTA,Agustus_I,550683
625,2018,KOTA JAKARTA,Agustus_II,551350
626,2018,KOTA JAKARTA,Agustus_III,550683
627,2018,KOTA JAKARTA,Agustus_IV,546288
628,2018,KOTA JAKARTA,Agustus_V,548074
629,2018,KOTA JAKARTA,September_I,549324
630,2018,KOTA JAKARTA,September_II,553567
631,2018,KOTA JAKARTA,September_III,552692
632,2018,KOTA JAKARTA,September_IV,552400
633,2018,KOTA JAKARTA,September_V,-
634,2018,KOTA JAKARTA,Oktober_I,551863
635,2018,KOTA JAKARTA,Oktober_II,556446
636,2018,KOTA JAKARTA,Oktober_III,553592
637,2018,KOTA JAKARTA,Oktober_IV,562340
638,2018,KOTA JAKARTA,Oktober_V,556417
639,2018,KOTA JAKARTA,November_I,563767
640,2018,KOTA JAKARTA,November_II,557025
641,2018,KOTA JAKARTA,November_III,552583
642,2018,KOTA JAKARTA,November_IV,553858
643,2018,KOTA JAKARTA,November_V,-
644,2018,KOTA JAKARTA,Desember_I,550854
645,2018,KOTA JAKARTA,Desember_II,554022
646,2018,KOTA JAKARTA,Desember_III,555562
647,2018,KOTA JAKARTA,Desember_IV,555848
648,2018,KOTA JAKARTA,Desember_V,-
649,2019,KOTA JAKARTA,Januari_I,559839
650,2019,KOTA JAKARTA,Januari_II,560466
651,2019,KOTA JAKARTA,Januari_III,558998
652,2019,KOTA JAKARTA,Januari_IV,558791
653,2019,KOTA JAKARTA,Januari_V,-
654,2019,KOTA JAKARTA,Februari_I,560949
655,2019,KOTA JAKARTA,Februari_II,564235
656,2019,KOTA JAKARTA,Februari_III,563941
657,2019,KOTA JAKARTA,Februari_IV,566704
658,2019,KOTA JAKARTA,Februari_V,-
659,2019,KOTA JAKARTA,Maret_I,566470
660,2019,KOTA JAKARTA,Maret_II,564384
661,2019,KOTA JAKARTA,Maret_III,566198
662,2019,KOTA JAKARTA,Maret_IV,560826
663,2019,KOTA JAKARTA,Maret_V,568237
664,2019,KOTA JAKARTA,April_I,566869
665,2019,KOTA JAKARTA,April_II,566166
666,2019,KOTA JAKARTA,April_III,565800
667,2019,KOTA JAKARTA,April_IV,565090
668,2019,KOTA JAKARTA,April_V,-
669,2019,KOTA JAKARTA,Mei_I,564585
670,2019,KOTA JAKARTA,Mei_II,564747
671,2019,KOTA JAKARTA,Mei_III,555686
672,2019,KOTA JAKARTA,Mei_IV,568878
673,2019,KOTA JAKARTA,Mei_V,567199
674,2019,KOTA JAKARTA,Juni_I,568698
675,2019,KOTA JAKARTA,Juni_II,569800
676,2019,KOTA JAKARTA,Juni_III,578302
677,2019,KOTA JAKARTA,Juni_IV,591231
678,2019,KOTA JAKARTA,Juni_V,589931
679,2019,KOTA JAKARTA,Juli_I,589931
680,2019,KOTA JAKARTA,Juli_II,591688
681,2019,KOTA JAKARTA,Juli_III,592407
682,2019,KOTA JAKARTA,Juli_IV,593085
683,2019,KOTA JAKARTA,Juli_V,596244
684,2019,KOTA JAKARTA,Agustus_I,597509
685,2019,KOTA JAKARTA,Agustus_II,619611
686,2019,KOTA JAKARTA,Agustus_III,629425
687,2019,KOTA JAKARTA,Agustus_IV,633762
688,2019,KOTA JAKARTA,Agustus_V,-
689,2019,KOTA JAKARTA,September_I,631801
690,2019,KOTA JAKARTA,September_II,630290
691,2019,KOTA JAKARTA,September_III,625074
692,2019,KOTA JAKARTA,September_IV,617591
693,2019,KOTA JAKARTA,September_V,-
694,2019,KOTA JAKARTA,Oktober_I,619235
695,2019,KOTA JAKARTA,Oktober_II,632349
696,2019,KOTA JAKARTA,Oktober_III,621559
697,2019,KOTA JAKARTA,Oktober_IV,634314
698,2019,KOTA JAKARTA,Oktober_V,637234
699,2019,KOTA JAKARTA,November_I,638014
700,2019,KOTA JAKARTA,November_II,633768
701,2019,KOTA JAKARTA,November_III,637260
702,2019,KOTA JAKARTA,November_IV,635895
703,2019,KOTA JAKARTA,November_V,-
704,2019,KOTA JAKARTA,Desember_I,632188
705,2019,KOTA JAKARTA,Desember_II,633724
706,2019,KOTA JAKARTA,Desember_III,633588
707,2019,KOTA JAKARTA,Desember_IV,636072
708,2019,KOTA JAKARTA,Desember_V,-
709,2020,KOTA JAKARTA,Januari_I,653619
710,2020,KOTA JAKARTA,Januari_II,664290
711,2020,KOTA JAKARTA,Januari_III,653859
712,2020,KOTA JAKARTA,Januari_IV,653179
713,2020,KOTA JAKARTA,Januari_V,655171
714,2020,KOTA JAKARTA,Februari_I,655705
715,2020,KOTA JAKARTA,Februari_II,655743
716,2020,KOTA JAKARTA,Februari_III,657718
717,2020,KOTA JAKARTA,Februari_IV,668077
718,2020,KOTA JAKARTA,Februari_V,-
719,2020,KOTA JAKARTA,Maret_I,679534
720,2020,KOTA JAKARTA,Maret_II,696920
721,2020,KOTA JAKARTA,Maret_III,692585
722,2020,KOTA JAKARTA,Maret_IV,694860
723,2020,KOTA JAKARTA,Maret_V,-
724,2020,KOTA JAKARTA,April_I,704291
725,2020,KOTA JAKARTA,April_II,711284
726,2020,KOTA JAKARTA,April_III,711284
727,2020,KOTA JAKARTA,April_IV,747796
728,2020,KOTA JAKARTA,April_V,744356
729,2020,KOTA JAKARTA,Mei_I,747058
730,2020,KOTA JAKARTA,Mei_II,748023
731,2020,KOTA JAKARTA,Mei_III,752273
732,2020,KOTA JAKARTA,Mei_IV,753356
733,2020,KOTA JAKARTA,Mei_V,567.2
734,2020,KOTA JAKARTA,Juni_I,749974
735,2020,KOTA JAKARTA,Juni_II,739021
736,2020,KOTA JAKARTA,Juni_III,750666
737,2020,KOTA JAKARTA,Juni_IV,749016
738,2020,KOTA JAKARTA,Juni_V,589.93
739,2020,KOTA JAKARTA,Juli_I,757851
740,2020,KOTA JAKARTA,Juli_II,743780
741,2020,KOTA JAKARTA,Juli_III,766251
742,2020,KOTA JAKARTA,Juli_IV,785406
743,2020,KOTA JAKARTA,Juli_V,803753
744,2020,KOTA JAKARTA,Agustus_I,831122
745,2020,KOTA JAKARTA,Agustus_II,855266
746,2020,KOTA JAKARTA,Agustus_III,865320
747,2020,KOTA JAKARTA,Agustus_IV,869893
748,2020,KOTA JAKARTA,Agustus_V,-
749,2020,KOTA JAKARTA,September_I,875703
750,2020,KOTA JAKARTA,September_II,873279
751,2020,KOTA JAKARTA,September_III,876993
752,2020,KOTA JAKARTA,September_IV,878880
753,2020,KOTA JAKARTA,September_V,-
754,2020,KOTA JAKARTA,Oktober_I,873355
755,2020,KOTA JAKARTA,Oktober_II,873355
756,2020,KOTA JAKARTA,Oktober_III,874983
757,2020,KOTA JAKARTA,Oktober_IV,872228
758,2020,KOTA JAKARTA,Oktober_V,637.23
759,2020,KOTA JAKARTA,November_I,866921
760,2020,KOTA JAKARTA,November_II,865191
761,2020,KOTA JAKARTA,November_III,856002
762,2020,KOTA JAKARTA,November_IV,852794
763,2020,KOTA JAKARTA,November_V,-
764,2020,KOTA JAKARTA,Desember_I,846412
765,2020,KOTA JAKARTA,Desember_II,852080
766,2020,KOTA JAKARTA,Desember_III,852440
767,2020,KOTA JAKARTA,Desember_IV,851329
768,2020,KOTA JAKARTA,Desember_V,-
769,2022,KOTA JAKARTA,Januari_I,829189
770,2022,KOTA JAKARTA,Januari_II,827935
771,2022,KOTA JAKARTA,Januari_III,820253
772,2022,KOTA JAKARTA,Januari_IV,825656
773,2022,KOTA JAKARTA,Januari_V,-
774,2022,KOTA JAKARTA,Februari_I,815154
775,2022,KOTA JAKARTA,Februari_II,819896
776,2022,KOTA JAKARTA,Februari_III,814259
777,2022,KOTA JAKARTA,Februari_IV,828433
778,2022,KOTA JAKARTA,Februari_V,-
779,2022,KOTA JAKARTA,Maret_I,826253
780,2022,KOTA JAKARTA,Maret_II,859508
781,2022,KOTA JAKARTA,Maret_III,866665
782,2022,KOTA JAKARTA,Maret_IV,834304
783,2022,KOTA JAKARTA,Maret_V,853358
784,2022,KOTA JAKARTA,April_I,851611
785,2022,KOTA JAKARTA,April_II,858036
786,2022,KOTA JAKARTA,April_III,859322
787,2022,KOTA JAKARTA,April_IV,857469
788,2022,KOTA JAKARTA,April_V,-
789,2022,KOTA JAKARTA,Mei_I,855658
790,2022,KOTA JAKARTA,Mei_II,852374
791,2022,KOTA JAKARTA,Mei_III,856606
792,2022,KOTA JAKARTA,Mei_IV,852630
793,2022,KOTA JAKARTA,Mei_V,-
794,2022,KOTA JAKARTA,Juni_I,854832
795,2022,KOTA JAKARTA,Juni_II,847790
796,2022,KOTA JAKARTA,Juni_III,849819
797,2022,KOTA JAKARTA,Juni_IV,850047
798,2022,KOTA JAKARTA,Juni_V,845770
799,2022,KOTA JAKARTA,Juli_I,859560
800,2022,KOTA JAKARTA,Juli_II,843016
801,2022,KOTA JAKARTA,Juli_III,846078
802,2022,KOTA JAKARTA,Juli_IV,846736
803,2022,KOTA JAKARTA,Juli_V,-
804,2022,KOTA JAKARTA,Agustus_I,840205
805,2022,KOTA JAKARTA,Agustus_II,841743
806,2022,KOTA JAKARTA,Agustus_III,842556
807,2022,KOTA JAKARTA,Agustus_IV,841016
808,2022,KOTA JAKARTA,Agustus_V,-
809,2022,KOTA JAKARTA,September_I,838351
810,2022,KOTA JAKARTA,September_II,833062
811,2022,KOTA JAKARTA,September_III,834316
812,2022,KOTA JAKARTA,September_IV,839949
813,2022,KOTA JAKARTA,September_V,839949
814,2022,KOTA JAKARTA,Oktober_I,837991
815,2022,KOTA JAKARTA,Oktober_II,839338
816,2022,KOTA JAKARTA,Oktober_III,835151
817,2022,KOTA JAKARTA,Oktober_IV,838133
818,2022,KOTA JAKARTA,Oktober_V,-
819,2022,KOTA JAKARTA,November_I,836357
820,2022,KOTA JAKARTA,November_II,837388
821,2022,KOTA JAKARTA,November_III,844220
822,2022,KOTA JAKARTA,November_IV,851919
823,2022,KOTA JAKARTA,November_V,-
824,2022,KOTA JAKARTA,Desember_I,851003
825,2022,KOTA JAKARTA,Desember_II,862382
826,2022,KOTA JAKARTA,Desember_III,863785
827,2022,KOTA JAKARTA,Desember_IV,866218
828,2022,KOTA JAKARTA,Desember_V,867997
829,2023,KOTA JAKARTA,Januari_I,873385
830,2023,KOTA JAKARTA,Januari_II,882614
831,2023,KOTA JAKARTA,Januari_III,877930
832,2023,KOTA JAKARTA,Januari_IV,875239
833,2023,KOTA JAKARTA,Januari_V,-
834,2023,KOTA JAKARTA,Februari_I,874702
835,2023,KOTA JAKARTA,Februari_II,876772
836,2023,KOTA JAKARTA,Februari_III,872445
837,2023,KOTA JAKARTA,Februari_IV,872445
838,2023,KOTA JAKARTA,Februari_V,-
839,2023,KOTA JAKARTA,Maret_I,866542
840,2023,KOTA JAKARTA,Maret_II,870383
841,2023,KOTA JAKARTA,Maret_III,884462
842,2023,KOTA JAKARTA,Maret_IV,898032
843,2023,KOTA JAKARTA,Maret_V,902652
844,2023,KOTA JAKARTA,April_I,896280
845,2023,KOTA JAKARTA,April_II,903192
846,2023,KOTA JAKARTA,April_III,901130
847,2023,KOTA JAKARTA,April_IV,907028
848,2023,KOTA JAKARTA,April_V,-
849,2023,KOTA JAKARTA,Mei_I,896684
850,2023,KOTA JAKARTA,Mei_II,897865
851,2023,KOTA JAKARTA,Mei_III,900930
852,2023,KOTA JAKARTA,Mei_IV,907022
853,2023,KOTA JAKARTA,Mei_V,-
854,2023,KOTA JAKARTA,Juni_I,902023
855,2023,KOTA JAKARTA,Juni_II,901666
856,2023,KOTA JAKARTA,Juni_III,900390
857,2023,KOTA JAKARTA,Juni_IV,897467
858,2023,KOTA JAKARTA,Juni_V,899041
859,2023,KOTA JAKARTA,Juli_I,897082
860,2023,KOTA JAKARTA,Juli_II,894895
861,2023,KOTA JAKARTA,Juli_III,900280
862,2023,KOTA JAKARTA,Juli_IV,897191
863,2023,KOTA JAKARTA,Juli_V,-
864,2023,KOTA JAKARTA,Agustus_I,895025
865,2023,KOTA JAKARTA,Agustus_II,896040
866,2023,KOTA JAKARTA,Agustus_III,895100
867,2023,KOTA JAKARTA,Agustus_IV,896062
868,2023,KOTA JAKARTA,Agustus_V,894095
869,2023,KOTA JAKARTA,September_I,893665
870,2023,KOTA JAKARTA,September_II,898086
871,2023,KOTA JAKARTA,September_III,904764
872,2023,KOTA JAKARTA,September_IV,901438
873,2023,KOTA JAKARTA,September_V,-
874,2023,KOTA JAKARTA,Oktober_I,900307
875,2023,KOTA JAKARTA,Oktober_II,900741
876,2023,KOTA JAKARTA,Oktober_III,903104
877,2023,KOTA JAKARTA,Oktober_IV,917789
878,2023,KOTA JAKARTA,Oktober_V,-
879,2023,KOTA JAKARTA,November_I,925339
880,2023,KOTA JAKARTA,November_II,925916
881,2023,KOTA JAKARTA,November_III,918059
882,2023,KOTA JAKARTA,November_IV,922233
883,2023,KOTA JAKARTA,November_V,919996
884,2023,KOTA JAKARTA,Desember_I,948459
885,2023,KOTA JAKARTA,Desember_II,946158
886,2023,KOTA JAKARTA,Desember_III,946707
887,2023,KOTA JAKARTA,Desember_IV,947809
888,2023,KOTA JAKARTA,Desember_V,-
889,2024,KOTA JAKARTA,Januari_I,946021
890,2024,KOTA JAKARTA,Januari_II,946713
891,2024,KOTA JAKARTA,Januari_III,949709
892,2024,KOTA JAKARTA,Januari_IV,945393
893,2024,KOTA JAKARTA,Januari_V,-
894,2024,KOTA JAKARTA,Februari_I,952474
895,2024,KOTA JAKARTA,Februari_II,953319
896,2024,KOTA JAKARTA,Februari_III,952426
897,2024,KOTA JAKARTA,Februari_IV,950285
898,2024,KOTA JAKARTA,Februari_V,977811
899,2024,KOTA JAKARTA,Maret_I,983340
900,2024,KOTA JAKARTA,Maret_II,1000974
901,2024,KOTA JAKARTA,Maret_III,999994
902,2024,KOTA JAKARTA,Maret_IV,1037747
903,2024,KOTA JAKARTA,Maret_V,-
904,2024,KOTA JAKARTA,April_I,1022110
905,2024,KOTA JAKARTA,April_II,1025345
906,2024,KOTA JAKARTA,April_III,1083824
907,2024,KOTA JAKARTA,April_IV,1115208
908,2024,KOTA JAKARTA,April_V,-
909,2024,KOTA JAKARTA,Mei_I,1110716
910,2024,KOTA JAKARTA,Mei_II,1109393
911,2024,KOTA JAKARTA,Mei_III,1110063
912,2024,KOTA JAKARTA,Mei_IV,1134029
913,2024,KOTA JAKARTA,Mei_V,1115629
914,2024,KOTA JAKARTA,Juni_I,1124872
915,2024,KOTA JAKARTA,Juni_II,1126448
916,2024,KOTA JAKARTA,Juni_III,1129304
917,2024,KOTA JAKARTA,Juni_IV,1131888
918,2024,KOTA JAKARTA,Juni_V,-
919,2024,KOTA JAKARTA,Juli_I,1126309
920,2024,KOTA JAKARTA,Juli_II,1136963
921,2024,KOTA JAKARTA,Juli_III,1146388
922,2024,KOTA JAKARTA,Juli_IV,1146888
923,2024,KOTA JAKARTA,Juli_V,-
924,2024,KOTA JAKARTA,Agustus_I,1148119
925,2024,KOTA JAKARTA,Agustus_II,1186950
926,2024,KOTA JAKARTA,Agustus_III,1184704
927,2024,KOTA JAKARTA,Agustus_IV,1184397
928,2024,KOTA JAKARTA,Agustus_V,1172711
929,2024,KOTA JAKARTA,September_I,1174328
930,2024,KOTA JAKARTA,September_II,1174877
931,2024,KOTA JAKARTA,September_III,1176566
932,2024,KOTA JAKARTA,September_IV,1178869
933,2024,KOTA JAKARTA,September_V,-
934,2024,KOTA JAKARTA,Oktober_I,1196589
935,2024,KOTA JAKARTA,Oktober_II,1214788
936,2024,KOTA JAKARTA,Oktober_III,1227531
937,2024,KOTA JAKARTA,Oktober_IV,1225147
938,2024,KOTA JAKARTA,Oktober_V,1259736
939,2024,KOTA JAKARTA,November_I,1262118
940,2024,KOTA JAKARTA,November_II,1255034
941,2024,KOTA JAKARTA,November_III,1249147
942,2024,KOTA JAKARTA,November_IV,1261007
943,2024,KOTA JAKARTA,November_V,-
944,2024,KOTA JAKARTA,Desember_I,1257973
945,2024,KOTA JAKARTA,Desember_II,1274832
946,2024,KOTA JAKARTA,Desember_III,1286976
947,2024,KOTA JAKARTA,Desember_IV,1289319
948,2024,KOTA JAKARTA,Desember_V,-
949,2025,KOTA JAKARTA,Januari_I,1269951
950,2025,KOTA JAKARTA,Januari_II,1267233
951,2025,KOTA JAKARTA,Januari_III,1279218
952,2025,KOTA JAKARTA,Januari_IV,1274211
953,2025,KOTA JAKARTA,Januari_V,1304793
954,2025,KOTA JAKARTA,Februari_I,1333681
955,2025,KOTA JAKARTA,Februari_II,1348107
956,2025,KOTA JAKARTA,Februari_III,1354967
957,2025,KOTA JAKARTA,Februari_IV,1399822
958,2025,KOTA JAKARTA,Februari_V,-
959,2025,KOTA JAKARTA,Maret_I,-
960,2025,KOTA JAKARTA,Maret_II,-
961,2025,KOTA JAKARTA,Maret_III,-
962,2025,KOTA JAKARTA,Maret_IV,-
963,2025,KOTA JAKARTA,Maret_V,-
964,2025,KOTA JAKARTA,April_I,-
965,2025,KOTA JAKARTA,April_II,-
966,2025,KOTA JAKARTA,April_III,-
967,2025,KOTA JAKARTA,April_IV,-
968,2025,KOTA JAKARTA,April_V,-
969,2025,KOTA JAKARTA,Mei_I,-
970,2025,KOTA JAKARTA,Mei_II,-
971,2025,KOTA JAKARTA,Mei_III,-
972,2025,KOTA JAKARTA,Mei_IV,-
973,2025,KOTA JAKARTA,Mei_V,-
974,2025,KOTA JAKARTA,Juni_I,-
975,2025,KOTA JAKARTA,Juni_II,-
976,2025,KOTA JAKARTA,Juni_III,-
977,2025,KOTA JAKARTA,Juni_IV,-
978,2025,KOTA JAKARTA,Juni_V,-
979,2025,KOTA JAKARTA,Juli_I,-
980,2025,KOTA JAKARTA,Juli_II,-
981,2025,KOTA JAKARTA,Juli_III,-
982,2025,KOTA JAKARTA,Juli_IV,-
983,2025,KOTA JAKARTA,Juli_V,-
984,2025,KOTA JAKARTA,Agustus_I,-
985,2025,KOTA JAKARTA,Agustus_II,-
986,2025,KOTA JAKARTA,Agustus_III,-
987,2025,KOTA JAKARTA,Agustus_IV,-
988,2025,KOTA JAKARTA,Agustus_V,-
989,2025,KOTA JAKARTA,September_I,-
990,2025,KOTA JAKARTA,September_II,-
991,2025,KOTA JAKARTA,September_III,-
992,2025,KOTA JAKARTA,September_IV,-
993,2025,KOTA JAKARTA,September_V,-
994,2025,KOTA JAKARTA,Oktober_I,-
995,2025,KOTA JAKARTA,Oktober_II,-
996,2025,KOTA JAKARTA,Oktober_III,-
997,2025,KOTA JAKARTA,Oktober_IV,-
998,2025,KOTA JAKARTA,Oktober_V,-
999,2025,KOTA JAKARTA,November_I,-
1000,2025,KOTA JAKARTA,November_II,-
1001,2025,KOTA JAKARTA,November_III,-
1002,2025,KOTA JAKARTA,November_IV,-
1003,2025,KOTA JAKARTA,November_V,-
1004,2025,KOTA JAKARTA,Desember_I,-
1005,2025,KOTA JAKARTA,Desember_II,-
1006,2025,KOTA JAKARTA,Desember_III,-
1007,2025,KOTA JAKARTA,Desember_IV,-
1008,2025,KOTA JAKARTA,Desember_V,-
